campaign_touch_id,milestone_score,predicted_milestone,campaign_priority
AMK-00032106,0.5024356317683055,1,Medium Priority
AMK-00028734,0.6481231931222325,1,Medium Priority
AMK-00049414,0.4211209603141336,0,Medium Priority
AMK-00013499,0.4977521738443457,0,Medium Priority
AMK-00027459,0.23917643922282333,0,Low Priority
AMK-00023415,0.22727795646705318,0,Low Priority
AMK-00053681,0.37275161434588217,0,Medium Priority
AMK-00061186,0.5144370712701323,1,Medium Priority
AMK-00020590,0.47133384781746235,0,Medium Priority
AMK-00057701,0.2483286873855615,0,Low Priority
AMK-00044075,0.44618285592391793,0,Medium Priority
AMK-00058056,0.4145859771087634,0,Medium Priority
AMK-00006657,0.35999419799354354,0,Medium Priority
AMK-00062870,0.6470195777425504,1,Medium Priority
AMK-00033931,0.5504708561057008,1,Medium Priority
AMK-00042855,0.46607792182993524,0,Medium Priority
AMK-00057946,0.44653825018161725,0,Medium Priority
AMK-00030622,0.20100213692877464,0,Low Priority
AMK-00051479,0.3294201283059546,0,Medium Priority
AMK-00011211,0.5195677764447596,1,Medium Priority
AMK-00041056,0.45297827916358413,0,Medium Priority
AMK-00005014,0.5137287193671543,1,Medium Priority
AMK-00052155,0.4808624467218233,0,Medium Priority
AMK-00026052,0.530248392967924,1,Medium Priority
AMK-00063760,0.6247242580820667,1,Medium Priority
AMK-00040354,0.5931872753252749,1,Medium Priority
AMK-00017743,0.5851589767006382,1,Medium Priority
AMK-00015178,0.4059527819508667,0,Medium Priority
AMK-00031027,0.6489038309475174,1,Medium Priority
AMK-00041381,0.4690939829772705,0,Medium Priority
AMK-00002248,0.6119716934429148,1,Medium Priority
AMK-00040062,0.6814844517611157,1,Medium Priority
AMK-00006905,0.3847166484923216,0,Medium Priority
AMK-00002759,0.7794515684322058,1,High Priority
AMK-00007680,0.4660945627615425,0,Medium Priority
AMK-00010931,0.44513344939477956,0,Medium Priority
AMK-00037083,0.3701201667969895,0,Medium Priority
AMK-00008902,0.4881312328473119,0,Medium Priority
AMK-00014382,0.44659966422388025,0,Medium Priority
AMK-00061123,0.2492984773077731,0,Low Priority
AMK-00032439,0.5151296866293186,1,Medium Priority
AMK-00056947,0.6187351254938414,1,Medium Priority
AMK-00024361,0.37318661502308187,0,Medium Priority
AMK-00001181,0.3839288975559573,0,Medium Priority
AMK-00051076,0.5924745179226686,1,Medium Priority
AMK-00033721,0.3849886180885777,0,Medium Priority
AMK-00061339,0.6485471223576136,1,Medium Priority
AMK-00011981,0.3936014031263443,0,Medium Priority
AMK-00060021,0.6253307284867767,1,Medium Priority
AMK-00027755,0.6048587730186125,1,Medium Priority
AMK-00056034,0.39573600168946604,0,Medium Priority
AMK-00035712,0.7190836288326489,1,High Priority
AMK-00056553,0.4818632947553032,0,Medium Priority
AMK-00054894,0.39431507743722505,0,Medium Priority
AMK-00040641,0.2873623873081974,0,Low Priority
AMK-00009024,0.3394599752594456,0,Medium Priority
AMK-00013959,0.8979062704704975,1,High Priority
AMK-00031528,0.37812650479756427,0,Medium Priority
AMK-00009982,0.4698135146961344,0,Medium Priority
AMK-00044827,0.37690856723615584,0,Medium Priority
AMK-00002617,0.5226262794391384,1,Medium Priority
AMK-00004213,0.48506507526781656,0,Medium Priority
AMK-00061741,0.5772221705156246,1,Medium Priority
AMK-00042391,0.4198679482302015,0,Medium Priority
AMK-00018608,0.2776963358521929,0,Low Priority
AMK-00057059,0.631041066213668,1,Medium Priority
AMK-00003223,0.6752734375516521,1,Medium Priority
AMK-00050771,0.5862343367080516,1,Medium Priority
AMK-00018642,0.14152456719833864,0,Low Priority
AMK-00013421,0.3565586281711011,0,Medium Priority
AMK-00007882,0.6251815022070616,1,Medium Priority
AMK-00053662,0.7243055385124105,1,High Priority
AMK-00002009,0.758829884644662,1,High Priority
AMK-00006523,0.6238577313095114,1,Medium Priority
AMK-00052799,0.6719774338064278,1,Medium Priority
AMK-00009061,0.27610975396163207,0,Low Priority
AMK-00061189,0.4770371101582696,0,Medium Priority
AMK-00002593,0.5412054999889037,1,Medium Priority
AMK-00000840,0.5554936865371073,1,Medium Priority
AMK-00008781,0.449255441994861,0,Medium Priority
AMK-00052063,0.2462468344474977,0,Low Priority
AMK-00014776,0.6558926225056669,1,Medium Priority
AMK-00012372,0.5230180581007837,1,Medium Priority
AMK-00024923,0.4778088102570086,0,Medium Priority
AMK-00008358,0.6312360941571371,1,Medium Priority
AMK-00058234,0.31488914314959937,0,Medium Priority
AMK-00034919,0.5320775155692633,1,Medium Priority
AMK-00013593,0.39074343788604327,0,Medium Priority
AMK-00024628,0.3288225143149381,0,Medium Priority
AMK-00011142,0.47108493866011536,0,Medium Priority
AMK-00057093,0.778407929303671,1,High Priority
AMK-00014001,0.329436111232862,0,Medium Priority
AMK-00046364,0.5595235182043135,1,Medium Priority
AMK-00014553,0.4288088476822152,0,Medium Priority
AMK-00042995,0.5338875447981718,1,Medium Priority
AMK-00060930,0.44374399564116496,0,Medium Priority
AMK-00017056,0.5104990518035554,1,Medium Priority
AMK-00025401,0.31115280694980596,0,Medium Priority
AMK-00007279,0.605060313106602,1,Medium Priority
AMK-00046013,0.3285644722857541,0,Medium Priority
AMK-00038340,0.7521958380204848,1,High Priority
AMK-00029259,0.17926529933908053,0,Low Priority
AMK-00018859,0.696507082118632,1,Medium Priority
AMK-00054626,0.39254428290104487,0,Medium Priority
AMK-00061618,0.5029437047796882,1,Medium Priority
AMK-00042045,0.4431272024013146,0,Medium Priority
AMK-00001690,0.19499269834006588,0,Low Priority
AMK-00004022,0.637689188004427,1,Medium Priority
AMK-00023977,0.3407908273740537,0,Medium Priority
AMK-00019236,0.7051914827087591,1,High Priority
AMK-00016963,0.3118262117188789,0,Medium Priority
AMK-00005170,0.37693550807939985,0,Medium Priority
AMK-00017656,0.5300649447782827,1,Medium Priority
AMK-00021348,0.5582368115447799,1,Medium Priority
AMK-00032422,0.571711968208349,1,Medium Priority
AMK-00051300,0.37632354494018005,0,Medium Priority
AMK-00051966,0.2650996601841397,0,Low Priority
AMK-00062903,0.3285504402964989,0,Medium Priority
AMK-00059006,0.2247245478340448,0,Low Priority
AMK-00055909,0.22295206632961406,0,Low Priority
AMK-00037944,0.379746409194653,0,Medium Priority
AMK-00046267,0.20049720220140937,0,Low Priority
AMK-00037054,0.5660820364197945,1,Medium Priority
AMK-00023001,0.31630693818246497,0,Medium Priority
AMK-00029798,0.43490547219226744,0,Medium Priority
AMK-00060583,0.699895616652729,1,Medium Priority
AMK-00036489,0.4379911207211464,0,Medium Priority
AMK-00061345,0.4624013364954441,0,Medium Priority
AMK-00047261,0.566606041707174,1,Medium Priority
AMK-00026916,0.5875329097428409,1,Medium Priority
AMK-00060943,0.31133754809351755,0,Medium Priority
AMK-00028826,0.5750688680990222,1,Medium Priority
AMK-00030533,0.4117119220356661,0,Medium Priority
AMK-00047234,0.5289193843365195,1,Medium Priority
AMK-00004231,0.3398986512443888,0,Medium Priority
AMK-00032396,0.7804753260726611,1,High Priority
AMK-00044793,0.2202794465480244,0,Low Priority
AMK-00022090,0.5942070240467253,1,Medium Priority
AMK-00042188,0.5967433904807214,1,Medium Priority
AMK-00011210,0.44898200148995776,0,Medium Priority
AMK-00054274,0.31789723800600905,0,Medium Priority
AMK-00048424,0.5235475957814831,1,Medium Priority
AMK-00012433,0.5966478943802438,1,Medium Priority
AMK-00047167,0.648162677948094,1,Medium Priority
AMK-00021470,0.21800089621142912,0,Low Priority
AMK-00042725,0.12640007694518673,0,Low Priority
AMK-00054150,0.7207520906757683,1,High Priority
AMK-00011620,0.36420912650481757,0,Medium Priority
AMK-00009958,0.6668630442999306,1,Medium Priority
AMK-00063814,0.5409484823736299,1,Medium Priority
AMK-00043432,0.1523216726837147,0,Low Priority
AMK-00047482,0.5355330153964045,1,Medium Priority
AMK-00060266,0.4667409902532489,0,Medium Priority
AMK-00031593,0.29501887169661983,0,Low Priority
AMK-00005228,0.2539849434433639,0,Low Priority
AMK-00030250,0.40524608763627273,0,Medium Priority
AMK-00012415,0.48261757375225234,0,Medium Priority
AMK-00021139,0.46274098752115284,0,Medium Priority
AMK-00033059,0.47034433517168145,0,Medium Priority
AMK-00015984,0.7295276257077239,1,High Priority
AMK-00006634,0.6720595425808237,1,Medium Priority
AMK-00042404,0.4337262809102419,0,Medium Priority
AMK-00041314,0.610317208825167,1,Medium Priority
AMK-00009445,0.29764688096154385,0,Low Priority
AMK-00038485,0.6239057676046831,1,Medium Priority
AMK-00033951,0.597243039510874,1,Medium Priority
AMK-00048133,0.32974431752915095,0,Medium Priority
AMK-00057982,0.4852655459859391,0,Medium Priority
AMK-00003790,0.39719714627430147,0,Medium Priority
AMK-00005254,0.2539166266123682,0,Low Priority
AMK-00002360,0.7526695497890514,1,High Priority
AMK-00005119,0.6241578079199277,1,Medium Priority
AMK-00006492,0.5104406575198225,1,Medium Priority
AMK-00047452,0.7025469653432831,1,High Priority
AMK-00056633,0.4760000090612396,0,Medium Priority
AMK-00004414,0.35215192723690786,0,Medium Priority
AMK-00032171,0.47753045940197414,0,Medium Priority
AMK-00038277,0.3501570424912895,0,Medium Priority
AMK-00009200,0.5116037691974076,1,Medium Priority
AMK-00063716,0.7066217899948507,1,High Priority
AMK-00026355,0.5900883145767296,1,Medium Priority
AMK-00021697,0.38164530460008317,0,Medium Priority
AMK-00023504,0.39242997154588644,0,Medium Priority
AMK-00001867,0.3993436517925562,0,Medium Priority
AMK-00043613,0.48436229964207045,0,Medium Priority
AMK-00049925,0.5896950391710387,1,Medium Priority
AMK-00031852,0.4120673073984523,0,Medium Priority
AMK-00007118,0.31027978496385994,0,Medium Priority
AMK-00038717,0.419603374027934,0,Medium Priority
AMK-00050123,0.44514239980721976,0,Medium Priority
AMK-00054904,0.7477515840315612,1,High Priority
AMK-00043633,0.22517305904508858,0,Low Priority
AMK-00027014,0.44231043370582424,0,Medium Priority
AMK-00010942,0.2921628820470071,0,Low Priority
AMK-00010676,0.5541246351063687,1,Medium Priority
AMK-00058324,0.6878831904478903,1,Medium Priority
AMK-00003941,0.7908086027717843,1,High Priority
AMK-00024302,0.4440531412141498,0,Medium Priority
AMK-00033996,0.47102109374493983,0,Medium Priority
AMK-00062665,0.17543940868385507,0,Low Priority
AMK-00025384,0.6710630333979818,1,Medium Priority
AMK-00056364,0.41687442517420253,0,Medium Priority
AMK-00058734,0.6897424160455186,1,Medium Priority
AMK-00034455,0.5115062209205811,1,Medium Priority
AMK-00011743,0.4464389608796217,0,Medium Priority
AMK-00057876,0.6418589381637908,1,Medium Priority
AMK-00035618,0.36512945215616166,0,Medium Priority
AMK-00054234,0.5122521227800696,1,Medium Priority
AMK-00018143,0.644221358805123,1,Medium Priority
AMK-00045322,0.6888721425602341,1,Medium Priority
AMK-00024868,0.23299159324727453,0,Low Priority
AMK-00062234,0.4835486383687534,0,Medium Priority
AMK-00015108,0.7105811549896965,1,High Priority
AMK-00026004,0.5261238540138021,1,Medium Priority
AMK-00038692,0.7092271856805407,1,High Priority
AMK-00000850,0.6119195742896519,1,Medium Priority
AMK-00034027,0.41825624066734757,0,Medium Priority
AMK-00018428,0.23576511584354373,0,Low Priority
AMK-00003841,0.19316308727547055,0,Low Priority
AMK-00060072,0.4326913253568817,0,Medium Priority
AMK-00043388,0.806350150294607,1,High Priority
AMK-00050626,0.5439910592225019,1,Medium Priority
AMK-00017931,0.40717130350557956,0,Medium Priority
AMK-00062338,0.5170487982551735,1,Medium Priority
AMK-00036935,0.516766823486966,1,Medium Priority
AMK-00029804,0.6037832181342968,1,Medium Priority
AMK-00042648,0.7022548064435603,1,High Priority
AMK-00009023,0.6587690156875792,1,Medium Priority
AMK-00052631,0.7186824425652295,1,High Priority
AMK-00017456,0.2039078928785987,0,Low Priority
AMK-00021394,0.6758660777466873,1,Medium Priority
AMK-00031339,0.3334189708265581,0,Medium Priority
AMK-00054535,0.6377467856491633,1,Medium Priority
AMK-00021255,0.3747517398170762,0,Medium Priority
AMK-00021671,0.3311081146272823,0,Medium Priority
AMK-00033779,0.32313188766316064,0,Medium Priority
AMK-00030665,0.6702259060704636,1,Medium Priority
AMK-00014615,0.35268572331002296,0,Medium Priority
AMK-00057589,0.47477227589897575,0,Medium Priority
AMK-00006498,0.4438999978449882,0,Medium Priority
AMK-00031719,0.5010254682614156,1,Medium Priority
AMK-00052685,0.1999932152783489,0,Low Priority
AMK-00004230,0.610294953550599,1,Medium Priority
AMK-00030801,0.5643024562868794,1,Medium Priority
AMK-00004570,0.30637019149139705,0,Medium Priority
AMK-00059602,0.4857039944130118,0,Medium Priority
AMK-00006112,0.36748395920305893,0,Medium Priority
AMK-00019028,0.6671229106850903,1,Medium Priority
AMK-00049451,0.40091051584089255,0,Medium Priority
AMK-00026080,0.7414772981939195,1,High Priority
AMK-00002516,0.5934273528121364,1,Medium Priority
AMK-00061632,0.5482373445362726,1,Medium Priority
AMK-00005174,0.33663766621452884,0,Medium Priority
AMK-00049906,0.7433453471180373,1,High Priority
AMK-00005090,0.4569709882129643,0,Medium Priority
AMK-00062505,0.7268571267525965,1,High Priority
AMK-00047698,0.6385668017065277,1,Medium Priority
AMK-00009127,0.603053643402356,1,Medium Priority
AMK-00034198,0.15985389786626414,0,Low Priority
AMK-00019259,0.5452597157831557,1,Medium Priority
AMK-00029703,0.47106588527564125,0,Medium Priority
AMK-00039844,0.7924619904076501,1,High Priority
AMK-00044771,0.6315433099779972,1,Medium Priority
AMK-00032634,0.5990418631668688,1,Medium Priority
AMK-00040589,0.20285764501518155,0,Low Priority
AMK-00015573,0.7176623495553238,1,High Priority
AMK-00059701,0.6855453745956975,1,Medium Priority
AMK-00003956,0.6856482328797472,1,Medium Priority
AMK-00038185,0.7281183675188356,1,High Priority
AMK-00025972,0.5730156833007347,1,Medium Priority
AMK-00033835,0.44314008092993057,0,Medium Priority
AMK-00063406,0.46145601984851176,0,Medium Priority
AMK-00057140,0.4089020144457925,0,Medium Priority
AMK-00036996,0.6538782896020364,1,Medium Priority
AMK-00012609,0.5985478044401293,1,Medium Priority
AMK-00002299,0.5110654254800944,1,Medium Priority
AMK-00020703,0.3116279969504433,0,Medium Priority
AMK-00049475,0.3578425247246418,0,Medium Priority
AMK-00022966,0.34883248110204995,0,Medium Priority
AMK-00049255,0.39366682396711244,0,Medium Priority
AMK-00016671,0.5607776673113848,1,Medium Priority
AMK-00051040,0.5304367310367798,1,Medium Priority
AMK-00033753,0.693993943596265,1,Medium Priority
AMK-00024972,0.5600776127044468,1,Medium Priority
AMK-00018555,0.6522742478964866,1,Medium Priority
AMK-00009062,0.5949835507265006,1,Medium Priority
AMK-00029628,0.3429888758706733,0,Medium Priority
AMK-00006876,0.6404111887211468,1,Medium Priority
AMK-00035816,0.6311323422192381,1,Medium Priority
AMK-00018915,0.4307111348107887,0,Medium Priority
AMK-00052742,0.5365979294226859,1,Medium Priority
AMK-00001166,0.5151880075885602,1,Medium Priority
AMK-00034598,0.3380690938119982,0,Medium Priority
AMK-00044085,0.7489486749008959,1,High Priority
AMK-00061043,0.40952199673936446,0,Medium Priority
AMK-00045111,0.36773721316073243,0,Medium Priority
AMK-00028551,0.6580889559431423,1,Medium Priority
AMK-00006176,0.22282517241134656,0,Low Priority
AMK-00029255,0.6979673149234509,1,Medium Priority
AMK-00012267,0.47157306573122565,0,Medium Priority
AMK-00035908,0.3072394195991995,0,Medium Priority
AMK-00052048,0.6031888109426722,1,Medium Priority
AMK-00048608,0.2689738329080149,0,Low Priority
AMK-00027785,0.39550003648826126,0,Medium Priority
AMK-00019141,0.6004798307967433,1,Medium Priority
AMK-00024448,0.600417269333896,1,Medium Priority
AMK-00014312,0.5129002582468141,1,Medium Priority
AMK-00034597,0.5192830258494087,1,Medium Priority
AMK-00002142,0.35815661747894223,0,Medium Priority
AMK-00042009,0.5103802288400554,1,Medium Priority
AMK-00041546,0.4777642399048792,0,Medium Priority
AMK-00010596,0.6751369019723474,1,Medium Priority
AMK-00035537,0.34192194039352586,0,Medium Priority
AMK-00045818,0.7592566983520027,1,High Priority
AMK-00041671,0.7917398061138731,1,High Priority
AMK-00027347,0.4388359710644563,0,Medium Priority
AMK-00036402,0.46322085489006404,0,Medium Priority
AMK-00000485,0.685551119792551,1,Medium Priority
AMK-00025754,0.5323838102397946,1,Medium Priority
AMK-00047384,0.745836099484954,1,High Priority
AMK-00021418,0.2974162072585224,0,Low Priority
AMK-00012982,0.60890841401673,1,Medium Priority
AMK-00020744,0.36682649516029964,0,Medium Priority
AMK-00022071,0.3774892477978199,0,Medium Priority
AMK-00060479,0.5470971255914806,1,Medium Priority
AMK-00024411,0.4922759974138008,0,Medium Priority
AMK-00019000,0.3943525454688594,0,Medium Priority
AMK-00003789,0.3654667793057844,0,Medium Priority
AMK-00018055,0.3868974602236841,0,Medium Priority
AMK-00046756,0.6987284920853584,1,Medium Priority
AMK-00061417,0.6474227385927933,1,Medium Priority
AMK-00045822,0.5625034578367173,1,Medium Priority
AMK-00002680,0.6551149945139879,1,Medium Priority
AMK-00015880,0.23205256221141202,0,Low Priority
AMK-00047601,0.22039567655640943,0,Low Priority
AMK-00049252,0.49327272516808596,0,Medium Priority
AMK-00021680,0.5121926561406959,1,Medium Priority
AMK-00015607,0.2373721339242218,0,Low Priority
AMK-00012363,0.5417587373477041,1,Medium Priority
AMK-00010881,0.6407583973567391,1,Medium Priority
AMK-00052659,0.3623195329295732,0,Medium Priority
AMK-00036106,0.5121009067499976,1,Medium Priority
AMK-00030651,0.5990365306109803,1,Medium Priority
AMK-00053714,0.4956603399514774,0,Medium Priority
AMK-00039822,0.6126047554392405,1,Medium Priority
AMK-00018439,0.5037270184911351,1,Medium Priority
AMK-00018551,0.7714732252012235,1,High Priority
AMK-00017613,0.38746481950010475,0,Medium Priority
AMK-00024630,0.6554653805008497,1,Medium Priority
AMK-00013444,0.6662136802812763,1,Medium Priority
AMK-00029250,0.38208799224285006,0,Medium Priority
AMK-00025985,0.5181669558639488,1,Medium Priority
AMK-00000087,0.5287811112419564,1,Medium Priority
AMK-00018924,0.43728191375895703,0,Medium Priority
AMK-00031257,0.5359781224189211,1,Medium Priority
AMK-00038227,0.565439982567123,1,Medium Priority
AMK-00047952,0.4183526180560281,0,Medium Priority
AMK-00012614,0.366648482768038,0,Medium Priority
AMK-00042894,0.5020591854362647,1,Medium Priority
AMK-00041321,0.4102990807455049,0,Medium Priority
AMK-00033564,0.22776851696010517,0,Low Priority
AMK-00063095,0.5699931884981596,1,Medium Priority
AMK-00062575,0.5242430321547623,1,Medium Priority
AMK-00011014,0.38153164214549506,0,Medium Priority
AMK-00022780,0.22115911708138472,0,Low Priority
AMK-00030979,0.2634906070771495,0,Low Priority
AMK-00040991,0.7277448612566351,1,High Priority
AMK-00018537,0.4829052501430667,0,Medium Priority
AMK-00000213,0.3930289036507881,0,Medium Priority
AMK-00050112,0.3881261667468062,0,Medium Priority
AMK-00043477,0.608195630581794,1,Medium Priority
AMK-00026022,0.6243703666107099,1,Medium Priority
AMK-00010200,0.46317073050948876,0,Medium Priority
AMK-00011494,0.6707793065603198,1,Medium Priority
AMK-00019304,0.7988161832482948,1,High Priority
AMK-00043312,0.568085595651566,1,Medium Priority
AMK-00017572,0.3837877428585057,0,Medium Priority
AMK-00009208,0.585195949188222,1,Medium Priority
AMK-00054869,0.4662523232797297,0,Medium Priority
AMK-00000252,0.7923746455980276,1,High Priority
AMK-00008035,0.41410066883018504,0,Medium Priority
AMK-00041390,0.7976115300090155,1,High Priority
AMK-00000429,0.6667194407936609,1,Medium Priority
AMK-00049512,0.6267522953605772,1,Medium Priority
AMK-00011263,0.3643405353408519,0,Medium Priority
AMK-00022811,0.41561973166908783,0,Medium Priority
AMK-00046998,0.7087106372146439,1,High Priority
AMK-00011814,0.5791725186249285,1,Medium Priority
AMK-00006759,0.5414154582373294,1,Medium Priority
AMK-00063392,0.32504079277720127,0,Medium Priority
AMK-00015898,0.7002465154670379,1,High Priority
AMK-00013942,0.6072752504553016,1,Medium Priority
AMK-00032473,0.6596275516784993,1,Medium Priority
AMK-00021504,0.42987654615965915,0,Medium Priority
AMK-00049566,0.3444665543001634,0,Medium Priority
AMK-00019653,0.3014287981175924,0,Medium Priority
AMK-00050396,0.49685014442996256,0,Medium Priority
AMK-00045053,0.21035442543497795,0,Low Priority
AMK-00010854,0.4294685936705756,0,Medium Priority
AMK-00004033,0.603183943685385,1,Medium Priority
AMK-00055486,0.5903657502144284,1,Medium Priority
AMK-00059735,0.5740177519536639,1,Medium Priority
AMK-00005477,0.36299298307595773,0,Medium Priority
AMK-00027646,0.5684931021843289,1,Medium Priority
AMK-00014431,0.36054453057825936,0,Medium Priority
AMK-00009786,0.22497203856473047,0,Low Priority
AMK-00008778,0.4785487458144618,0,Medium Priority
AMK-00024746,0.4968585951597352,0,Medium Priority
AMK-00057979,0.2167468756455929,0,Low Priority
AMK-00054179,0.5613512740576332,1,Medium Priority
AMK-00014514,0.4420621720828123,0,Medium Priority
AMK-00048810,0.38335114000600196,0,Medium Priority
AMK-00030232,0.505814510821128,1,Medium Priority
AMK-00035862,0.4042479269865076,0,Medium Priority
AMK-00007321,0.5675206323206371,1,Medium Priority
AMK-00028786,0.587269840526796,1,Medium Priority
AMK-00045982,0.4622035480760486,0,Medium Priority
AMK-00004403,0.3933320333862461,0,Medium Priority
AMK-00005315,0.28649305006839326,0,Low Priority
AMK-00044942,0.35621314552134586,0,Medium Priority
AMK-00038021,0.3010651912891127,0,Medium Priority
AMK-00007341,0.1727629276199638,0,Low Priority
AMK-00041947,0.6312838161300258,1,Medium Priority
AMK-00002792,0.3871007111421753,0,Medium Priority
AMK-00037303,0.18388620628514246,0,Low Priority
AMK-00048123,0.2917027346127416,0,Low Priority
AMK-00039281,0.6648957689424987,1,Medium Priority
AMK-00059742,0.5320193413940044,1,Medium Priority
AMK-00005115,0.5981938820658906,1,Medium Priority
AMK-00022412,0.2939556318623984,0,Low Priority
AMK-00013619,0.5939633135876944,1,Medium Priority
AMK-00033105,0.7164439069719467,1,High Priority
AMK-00029189,0.2637644098473003,0,Low Priority
AMK-00017560,0.5824542946017781,1,Medium Priority
AMK-00008122,0.4847354788453453,0,Medium Priority
AMK-00002528,0.5847374813829535,1,Medium Priority
AMK-00011635,0.37388309035182715,0,Medium Priority
AMK-00058822,0.41150083823718836,0,Medium Priority
AMK-00020396,0.43389766455415535,0,Medium Priority
AMK-00054766,0.5528267201860355,1,Medium Priority
AMK-00014145,0.335551518387733,0,Medium Priority
AMK-00012507,0.37915139582322355,0,Medium Priority
AMK-00055565,0.6007167625974054,1,Medium Priority
AMK-00045865,0.3877153972836891,0,Medium Priority
AMK-00042814,0.4680179860017322,0,Medium Priority
AMK-00024826,0.15055315167632863,0,Low Priority
AMK-00045512,0.4919067284667295,0,Medium Priority
AMK-00038605,0.5359416330170992,1,Medium Priority
AMK-00062382,0.6725531058395577,1,Medium Priority
AMK-00003594,0.5516920134350267,1,Medium Priority
AMK-00054571,0.7722701629439972,1,High Priority
AMK-00038855,0.6737311751247455,1,Medium Priority
AMK-00045341,0.6278286824022091,1,Medium Priority
AMK-00015970,0.6266198289101246,1,Medium Priority
AMK-00046056,0.3842805708786748,0,Medium Priority
AMK-00012629,0.6928045344532127,1,Medium Priority
AMK-00033197,0.40823781975984935,0,Medium Priority
AMK-00016531,0.49703511141172674,0,Medium Priority
AMK-00042906,0.65493429365703,1,Medium Priority
AMK-00041526,0.7388656027767616,1,High Priority
AMK-00002542,0.6845672407240948,1,Medium Priority
AMK-00048752,0.2838830862140539,0,Low Priority
AMK-00025634,0.5038993193268856,1,Medium Priority
AMK-00009988,0.521411844312848,1,Medium Priority
AMK-00056332,0.2918687719583624,0,Low Priority
AMK-00036280,0.3662542972084828,0,Medium Priority
AMK-00063785,0.6936450599604187,1,Medium Priority
AMK-00045180,0.5114294440496379,1,Medium Priority
AMK-00028157,0.414124863228897,0,Medium Priority
AMK-00033216,0.543868284433919,1,Medium Priority
AMK-00015599,0.6169199992049936,1,Medium Priority
AMK-00006991,0.5865721343716002,1,Medium Priority
AMK-00025813,0.5812324386352211,1,Medium Priority
AMK-00031998,0.32143280825955617,0,Medium Priority
AMK-00023643,0.5135417936423817,1,Medium Priority
AMK-00011671,0.579202401908804,1,Medium Priority
AMK-00048065,0.4945231937528746,0,Medium Priority
AMK-00031762,0.5512738824013796,1,Medium Priority
AMK-00051912,0.3615614779336318,0,Medium Priority
AMK-00039641,0.39994409215039073,0,Medium Priority
AMK-00028117,0.556726008806468,1,Medium Priority
AMK-00026193,0.20632132349592422,0,Low Priority
AMK-00033422,0.42238412907756534,0,Medium Priority
AMK-00027689,0.31409466001070757,0,Medium Priority
AMK-00056498,0.6888766729620986,1,Medium Priority
AMK-00059888,0.5229565207767485,1,Medium Priority
AMK-00057389,0.38588875941240375,0,Medium Priority
AMK-00062012,0.4152606856015169,0,Medium Priority
AMK-00038731,0.8359358456223183,1,High Priority
AMK-00024885,0.5406463435611166,1,Medium Priority
AMK-00055146,0.29435637770217943,0,Low Priority
AMK-00001787,0.5668762795068383,1,Medium Priority
AMK-00058316,0.3871056034695756,0,Medium Priority
AMK-00027037,0.3325477217024186,0,Medium Priority
AMK-00001609,0.36567212202408567,0,Medium Priority
AMK-00062229,0.3581180241296954,0,Medium Priority
AMK-00003945,0.5292898245247527,1,Medium Priority
AMK-00023785,0.4509844748231533,0,Medium Priority
AMK-00052334,0.42617452188219507,0,Medium Priority
AMK-00043793,0.5153867311786927,1,Medium Priority
AMK-00007268,0.501497292794494,1,Medium Priority
AMK-00061891,0.5025327849870671,1,Medium Priority
AMK-00010841,0.35259166806791314,0,Medium Priority
AMK-00016398,0.3502512143522687,0,Medium Priority
AMK-00062979,0.3502717800269949,0,Medium Priority
AMK-00054546,0.6322339039717298,1,Medium Priority
AMK-00031272,0.5673013351683966,1,Medium Priority
AMK-00004156,0.5087622309579529,1,Medium Priority
AMK-00041172,0.3037460922219302,0,Medium Priority
AMK-00007218,0.27991232016311585,0,Low Priority
AMK-00003157,0.15292954755845778,0,Low Priority
AMK-00031526,0.8138292754230688,1,High Priority
AMK-00050032,0.762707380600311,1,High Priority
AMK-00000278,0.3967756603920816,0,Medium Priority
AMK-00061866,0.49228682978973826,0,Medium Priority
AMK-00005947,0.27091698410667986,0,Low Priority
AMK-00025864,0.36569056399172245,0,Medium Priority
AMK-00038787,0.4773961383636811,0,Medium Priority
AMK-00014812,0.3341624686920096,0,Medium Priority
AMK-00039426,0.48423264388651144,0,Medium Priority
AMK-00060792,0.49585359397555284,0,Medium Priority
AMK-00000262,0.36224335646889094,0,Medium Priority
AMK-00011961,0.5196651419834306,1,Medium Priority
AMK-00020848,0.522619195945966,1,Medium Priority
AMK-00038428,0.48602172170822905,0,Medium Priority
AMK-00027816,0.5163864336722777,1,Medium Priority
AMK-00028525,0.5767048047164356,1,Medium Priority
AMK-00014702,0.34999596130922356,0,Medium Priority
AMK-00020092,0.6636574112912593,1,Medium Priority
AMK-00020934,0.37785940220603176,0,Medium Priority
AMK-00020553,0.6083340730474813,1,Medium Priority
AMK-00042039,0.6531140582893917,1,Medium Priority
AMK-00012448,0.531743349950355,1,Medium Priority
AMK-00033021,0.6105173394804086,1,Medium Priority
AMK-00058254,0.21569530211964968,0,Low Priority
AMK-00026062,0.7112451081051415,1,High Priority
AMK-00043297,0.41529167475927864,0,Medium Priority
AMK-00032128,0.59486047305123,1,Medium Priority
AMK-00000849,0.36492306865184365,0,Medium Priority
AMK-00031581,0.577806532399705,1,Medium Priority
AMK-00057827,0.5468454474343205,1,Medium Priority
AMK-00003565,0.7839187783634223,1,High Priority
AMK-00046680,0.5739910071001527,1,Medium Priority
AMK-00043697,0.8000142142804628,1,High Priority
AMK-00021115,0.646390969113815,1,Medium Priority
